Epoch,Loss,Accuracy,Precision,Recall,F1,IoU_Class_0,IoU_Class_1,IoU_Class_2
16,0.2005034476719998,0.34984022906037415,0.9146269500907696,0.34984022906037415,0.4231711652572355,0.2842670254772562,0.04171225650569906,0.15187011043552853
17,0.19912578145394455,0.34941921104379253,0.9145619848834466,0.34941921104379253,0.42325478576118925,0.28464197483081977,0.04222004526254321,0.15137082560417905
18,0.19132175034767873,0.3497480535182823,0.9145797123919502,0.3497480535182823,0.42310503546769335,0.28437457553851414,0.042339220351036454,0.152001640312191
19,0.1922368082041676,0.34960771417942177,0.914539717709649,0.34960771417942177,0.4231062377225461,0.2843421683167133,0.04272907844790823,0.15091929440143942
20,0.1916067408951553,0.3498792583439626,0.9145667662151497,0.3498792583439626,0.4231947945242639,0.28433953870534606,0.04290647586561216,0.15088436031658883
21,0.1893650019491041,0.3494291759672619,0.9145091040944314,0.3494291759672619,0.42306524048735356,0.2844054648173868,0.04297732111514914,0.15069977381545674
22,0.1836433292844811,0.3499390478847789,0.9145481804006693,0.3499390478847789,0.42336963186466103,0.2845752679998113,0.043496588710236116,0.15089412253317805
23,0.19115026979833036,0.35013170307185376,0.914535894915805,0.35013170307185376,0.4233416879719023,0.28455260702621266,0.043759944072441485,0.1508258281122557
24,0.18298455539184647,0.3505792942176871,0.9145393624306029,0.3505792942176871,0.4241540137871927,0.28522335508491,0.04354293066359671,0.15037538193779051
25,0.1835960375296103,0.3503791653380102,0.9144978197927253,0.3503791653380102,0.4239320264220555,0.2851819367472353,0.044262643590563255,0.150344075747881
26,0.17754446997030363,0.3507918792517007,0.914501859941021,0.3507918792517007,0.42451216143715753,0.28573624905785777,0.04464118123884309,0.15044169991960574
27,0.17927026355991493,0.35148444143282315,0.9145270127842834,0.35148444143282315,0.42497487881100815,0.28605660933415494,0.04432814129899201,0.150703729187147
28,0.1767727894758856,0.3522691791560374,0.9144796601704729,0.3522691791560374,0.4263651890006722,0.287407979685677,0.04491536697397696,0.14996010951202524
29,0.1777879601797542,0.3523447464923469,0.9145120325665322,0.3523447464923469,0.42586883977961426,0.28684515155975304,0.044505938534923115,0.1504403504981943
30,0.17895763176115784,0.3532507241177721,0.9145088500953176,0.3532507241177721,0.42730999236754597,0.2881718131761787,0.04468328878786461,0.1502348569847934
31,0.17595089820993914,0.3531909345769558,0.9145239522850661,0.3531909345769557,0.4270934950123089,0.28802897118461174,0.045189393687369316,0.150548412473201
32,0.17021121683757048,0.35350981212797616,0.9144939200695176,0.35350981212797616,0.4277999043894123,0.28868408279944896,0.04515133926632326,0.15009285171645945
33,0.1730432214366423,0.35431447969812924,0.9145546437196954,0.35431447969812924,0.428175044140777,0.28902250274986213,0.04508155339326115,0.15121970155598186
34,0.17363003369521451,0.35538570897108845,0.914550413288731,0.35538570897108845,0.4295030776135031,0.29017648585227673,0.04598075987854569,0.1507673998342792
35,0.1721745743542104,0.35698507918792516,0.9145622807312502,0.35698507918792516,0.4315898974851504,0.29219944183221347,0.045904975171826394,0.15094680226314847
36,0.17123891805877556,0.35911342075892855,0.9146250606928715,0.35911342075892855,0.4338897176734451,0.29399411025316435,0.04605528327731691,0.15121066146243556
37,0.1657666467331551,0.3584798177083333,0.9146092759362213,0.35847981770833326,0.4332075519504546,0.29365135444494567,0.04661501606457131,0.15188241301679803
38,0.16025488043354974,0.35971795944940477,0.9146354555635907,0.35971795944940477,0.43455196260838935,0.2946974310822936,0.046819814547729634,0.1517246772666876
39,0.1604422157680666,0.36278549505739793,0.9146897744479088,0.36278549505739793,0.43831463186904707,0.2980847387291439,0.04722797371875888,0.15223822983389376
40,0.15679273089847048,0.36276971726190477,0.9146955656832932,0.36276971726190477,0.43828318961362067,0.2981040972122754,0.04723617092127637,0.15220261752460804
41,0.15406211883433768,0.3626376820259354,0.9147024996055304,0.3626376820259354,0.437868413540699,0.29791580971002796,0.047467237576267446,0.15245494802528695
42,0.15252154748383406,0.3654469600340136,0.9147701038701888,0.3654469600340136,0.44115350899884315,0.3006289420552467,0.047796523634809004,0.15289275985848338
43,0.1523473816546234,0.36628899606717685,0.9147566503335318,0.36628899606717685,0.442238088631838,0.3018039418598838,0.04835132119234736,0.15304047735064466
44,0.15050643496215343,0.36832101004464285,0.9147975516604047,0.36832101004464285,0.44488167958718805,0.304382294794711,0.04809732167534649,0.15375273560731972
45,0.1535219001407559,0.3676500385310374,0.9147738117169358,0.3676500385310374,0.44399598717759514,0.3034137502570546,0.04775663819260876,0.15303587227706852
46,0.1484140024293919,0.37033226376488093,0.9148327653649884,0.37033226376488093,0.44734038112559366,0.3064198210300236,0.04849933173220927,0.15356491536004926
47,0.1425340903570523,0.36940801711309523,0.9148502062286146,0.36940801711309523,0.44569572479687813,0.30489307794939735,0.04884842070670557,0.1542225972697434
48,0.14712561576350316,0.3692294789009354,0.9148169997086028,0.3692294789009354,0.4456826049546825,0.3049708605465286,0.048684727843232,0.15340986220845226
49,0.1401017831286063,0.3711527091305272,0.914863904092916,0.3711527091305272,0.4478245520409175,0.306908760275988,0.04916372883712997,0.1539928471570147
50,0.13772840435440475,0.3711352705144558,0.9148658496485447,0.3711352705144558,0.44777844175136583,0.30681711253295413,0.04912171344759435,0.15424157342274927
51,0.14009952404209086,0.37186021869685376,0.9148522146050331,0.37186021869685376,0.44870544747982294,0.30765349653875496,0.04941223102097836,0.15392097605743418
52,0.1364790535959843,0.3727761612457483,0.9148915538186614,0.3727761612457483,0.44964733956339414,0.30854915731336047,0.0496171929407159,0.153983230425716
53,0.1359072831534856,0.3735044310693027,0.9149039089600445,0.3735044310693027,0.450449682126103,0.30923283835265436,0.04947891966734539,0.15431075288555798
54,0.13379327107120204,0.373700407897534,0.9148781776224644,0.373700407897534,0.45092863068050676,0.30976879375910005,0.05004083007974663,0.15409481045069273
55,0.13334445026073907,0.3750149473852041,0.9149337688300477,0.3750149473852041,0.452140142255746,0.31086613523276657,0.04979562758535952,0.15469046408622228
56,0.13406266825827393,0.37561865566539115,0.914943659819408,0.37561865566539115,0.4530098257726474,0.31160056793830937,0.050177305494099725,0.15479343892397207
57,0.12952430435531848,0.375933381164966,0.9149757553495571,0.375933381164966,0.45303593116639174,0.31168441067571134,0.05092902182519623,0.1551789052156394
58,0.1269644886960049,0.3763593816432823,0.9149511441374438,0.3763593816432823,0.45374931310297445,0.3124210501621633,0.050690484839629575,0.15486070196304158
59,0.12548435016258344,0.377520295227466,0.9150035413089413,0.377520295227466,0.45496654497122074,0.3134287676162467,0.05106211457680902,0.15569795553076418
60,0.12430670827224448,0.37816137197066324,0.9150198308643079,0.37816137197066324,0.45550273513359424,0.3139498950075606,0.05112230092726885,0.15550293689603667
61,0.12478462143524273,0.3784221208014456,0.9149924299633222,0.3784221208014456,0.45609374935235214,0.3146005850416091,0.0510106213741387,0.1552372123407269
62,0.12420921294471703,0.37839471726190477,0.9149867403931186,0.37839471726190477,0.455801368953007,0.31452080340506416,0.05204032531765238,0.1555495328614949
63,0.12477909884340055,0.3803254211840986,0.9150228395617855,0.3803254211840986,0.4582448780641815,0.3167042763518088,0.051885396525498596,0.1561932495005532
64,0.12553059445643747,0.3803868715454932,0.9150008145786307,0.3803868715454932,0.45832060155953824,0.3167217137183422,0.05206631816265567,0.15530196345304953
65,0.1285073219018208,0.3812729193239796,0.9150116782994758,0.38127291932397966,0.45950538122332096,0.3180167075851153,0.05220891543114568,0.15565931791610896
66,0.12417479795781342,0.38010868409863946,0.9150068646371486,0.38010868409863946,0.4578925066467184,0.3162462608613501,0.051899214688045495,0.15575408309546465
67,0.12153779262223759,0.37963036777210885,0.9150055057590097,0.37963036777210885,0.45716054695402025,0.31558691302593767,0.052279304765135454,0.15521189465339208
68,0.11722764257039572,0.381189878295068,0.9150555631579366,0.381189878295068,0.45897465175103336,0.31713318894492243,0.052866730876566286,0.15610008777304815
69,0.11425028519855963,0.38119153911564624,0.9150557061878052,0.38119153911564624,0.4589177828005317,0.31713566881335725,0.05270283809588547,0.15589878083566241
70,0.11362056892264534,0.38236324803358845,0.9150859428642613,0.38236324803358845,0.46018849511371995,0.318318983158315,0.052902405922385806,0.15619417492742638
71,0.11523431489193761,0.3839534837372449,0.9150879767389326,0.3839534837372449,0.46196935367680314,0.3199072791620931,0.05335365522805688,0.15633028513547192
72,0.11644274399087236,0.38333316725127553,0.9150799863420779,0.38333316725127553,0.461370895257857,0.319894481616844,0.05366095686570005,0.15587643661860248
73,0.1409957556909806,0.3860170533056973,0.9150557218138817,0.3860170533056973,0.46539525187831754,0.3233241995719853,0.05336771784641866,0.15527420420532131
74,0.1252575511163151,0.384291460724915,0.9150300853198122,0.384291460724915,0.46326796476882354,0.32136954830459247,0.05225606010803199,0.15529008832838775
75,0.12379401685619676,0.38453227970875853,0.9150636499058488,0.38453227970875853,0.4630943856867085,0.3211108174506381,0.05285970539097972,0.15611062987979157
76,0.11636683777780146,0.38349094520620747,0.9150636676037435,0.38349094520620747,0.46166000410175845,0.31992745203406514,0.05326780318782038,0.15586548194022873
77,0.1103473763308815,0.38425741390306123,0.9150934801823896,0.38425741390306123,0.46232122077144067,0.32043029287196445,0.05394138135753139,0.1559891747009074
78,0.10928806204449486,0.3851525961947279,0.9151092371379252,0.3851525961947279,0.46320405910312523,0.3212762586960741,0.05424669087741936,0.15633619491215459
79,0.10989947813386852,0.3859531117134354,0.9151271831758787,0.3859531117134354,0.4642147407093193,0.3223435512738993,0.05440408161763308,0.15690171138884496
80,0.10887320576285994,0.386208878082483,0.9151128579590353,0.386208878082483,0.4645032780482266,0.32232970842538544,0.054584984547520164,0.15613981638769184
81,0.10782586088454402,0.38659751009778914,0.9151236931239938,0.38659751009778914,0.46488696466060586,0.32277170249028914,0.05479910162568531,0.15594748458878405
82,0.10766700650187763,0.3867021417942177,0.9151237371329697,0.3867021417942177,0.4649748403814477,0.3227689633083054,0.054869519473398194,0.15611034431288298
83,0.1051899658365024,0.38777752311862246,0.9151496043409822,0.38777752311862246,0.46625967542438024,0.32425473199903154,0.054619455073638856,0.15650909038952257
84,0.10697428645515764,0.3880980614902211,0.9151587049430868,0.3880980614902211,0.4665354028026892,0.32436247834860643,0.05477910231736871,0.15642705571698612
85,0.10476309881621115,0.38823757041879253,0.9151583813815553,0.38823757041879253,0.46666131759340573,0.32465312000923996,0.05530674666787708,0.15741159432968524
86,0.1046940534803513,0.3884700852997449,0.9151575977212555,0.3884700852997449,0.46693453370624455,0.3248244314945934,0.055648622159419715,0.1569539950315268
87,0.10288713044310743,0.38860045971513607,0.9151600733226983,0.38860045971513607,0.46705023360439757,0.3247991785609477,0.05552154803907834,0.1565995735012895
88,0.10262878848290122,0.3894856770833333,0.9151842990819281,0.3894856770833333,0.46802354531001067,0.3259447959935125,0.05555052851020934,0.15745862571115277
89,0.10171406378818525,0.38918008609693877,0.9151677759622256,0.38918008609693877,0.46761620513518537,0.3253329423423406,0.05557001369677615,0.15679286302508266
90,0.10314300948300877,0.38976718617134354,0.9151812083520302,0.38976718617134354,0.4682923194672277,0.32599658849514473,0.05576043085310804,0.15669837535317224
91,0.1014290769156572,0.389978940795068,0.9151913647942551,0.389978940795068,0.4684847153420619,0.3260625468195853,0.05578553776574184,0.15706260928442672
92,0.10145768140618866,0.3908957137542517,0.9152142327139878,0.3908957137542517,0.4695235280715362,0.32705170709275005,0.05622732469455358,0.15726319524700588
93,0.09961949711715853,0.3902347071641156,0.9151892389312112,0.3902347071641156,0.46881197458438845,0.3267036471160042,0.05601452779827735,0.1575701997576005
94,0.09993789823272743,0.39035179501488093,0.9151954803664065,0.39035179501488093,0.46898162946401195,0.3266228299114533,0.055755313872994504,0.15708751624302633
95,0.11148787546600844,0.3916273052189626,0.9152091253166732,0.3916273052189626,0.4706716045110413,0.3282164391257841,0.05507855252565409,0.15712399260031337
96,0.09960817422315076,0.3912311995110544,0.9152086270928735,0.3912311995110544,0.4700434319689069,0.32773324426796696,0.05568388999401485,0.15742204610369956
97,0.09928716527851852,0.3913366616177721,0.9152051501802264,0.3913366616177721,0.47008020053493454,0.32770094286097035,0.055899270774590004,0.15712065823226004
98,0.09779139331265076,0.3919578085140306,0.9152278492812915,0.3919578085140306,0.47074304738225026,0.3283328451747442,0.05627901536059647,0.15764071089528678
99,0.09859364610668775,0.391579971832483,0.9152215167809477,0.391579971832483,0.47028580140689674,0.32786691369870075,0.05710518475219492,0.15739914562279017
100,0.09749139628901675,0.392434464019983,0.9152270148292841,0.392434464019983,0.4712577703275521,0.3288634134785157,0.056659864707198575,0.15739806840706574
101,0.09682174409563477,0.3923456101190476,0.9152375697972118,0.3923456101190476,0.47107304431674096,0.3286865319781968,0.05668067299476444,0.15788271835603973
102,0.09921412658248399,0.39278240593112246,0.9152323976247404,0.39278240593112246,0.4716617431782161,0.3294526320867754,0.05679973972066482,0.15773475957426808
103,0.0979106025266889,0.3924651892006803,0.9152128561956361,0.3924651892006803,0.4712808377540221,0.3288974636849052,0.056543997489771125,0.15714020155958802
